customer_id,customer_age,gender,country,acquisition_channel,product_tier,tenure_months,monthly_spend,login_freq_monthly,feature_adoption,support_tickets_6m,nps_score,payment_failures_6m,referrals_made,days_since_login,customer_feedback,clv_12m
CUST0003604,23,Male,AU,Organic Search,Basic,1,,13,0.499,2,,0,1,28,,301.19
CUST0005043,24,Female,AU,Paid Ads,Free,30,0.0,8,0.238,0,9.0,0,2,1,The dashboard is intuitive and the reports save me hours every month.,8.92
CUST0003038,41,Female,AU,Organic Search,Basic,60,53.36,12,0.643,0,8.0,2,1,15,been using this for 60 months and it keeps getting better... highly recommend...,559.95
CUST0006824,48,Female,IN,Organic Search,Pro,2,62.95,10,0.467,0,7.0,1,0,0,Some features are behind a paywall that feels excessive.,586.0
CUST0003733,35,Male,US,Organic Search,Free,35,0.0,19,0.191,0,9.0,0,0,8,Been using this for 35 months and it keeps getting better... Highly recommend...,0.0
CUST0005487,58,Male,FR,Paid Ads,FREE,23,21.48,7,0.375,0,10.0,0,0,4,Switched from a competitor and never looked back. Much better value.,256.67
CUST0001989,41,Male,IN,Organic Search,Free,21,0.0,14,0.282,4,4.0,0,0,22,exported my data and moving to a competitor. disappointing experience.,4.05
CUST0005967,32,Non-Binary,DE,Email Campaign,Enterprise,16,1454.13,11,0.433,0,10.0,0,0,1,Five stars. Does exactly what it promises and the team listens to feedback.,19156.32
CUST0001671,41,Female,US,Referral,Free,12,0.0,10,0.19,2,3.0,0,1,28,The app crashes regularly. Completely unreliable for actual financial work.,0.0
CUST0002482,27,Non-Binary,US,Organic search,Basic,15,23.26,12,0.195,0,8.0,0,0,6,Renewal was automatic and seamless. Happy to stay on the Pro plan.,255.73
CUST0003206,20,Male,US,Paid Ads,Free,15,0.0,10,0.292,4,3.0,0,1,14,Cancelled my subscription last week. Not what I expected.,0.0
CUST0001593,34,Male,UK,Social Media,Pro,12,138.24,8,0.159,1,3.0,0,1,14,way too expensive for what you get. downgrading to the free tier.,1680.71
CUST0005834,57,Male,UK,Social Media,Enterprise,4,574.38,12,0.319,0,5.0,0,0,37,Customer service was polite but couldn't fix my problem on the first try.,7364.86
CUST0003150,42,Male,US,Organic Search,Enterprise,1,,13,0.046,1,6.0,0,0,2,Decent product for the price. A few bugs here and there.,7183.43
CUST0000259,41,Male,US,Email Campaign,Pro,3,46.8,12,0.126,1,3.0,0,0,0,The app crashes regularly. Completely unreliable for actual financial work.,497.13
CUST0005715,43,Male,US,Email Campaign,Free,2,0.0,10,0.258,1,1.0,0,3,1,Three billing errors in six months. Their accounting team is a mess.,0.0
CUST0001104,24,Male,US,Referral,Free,22,0.0,13,0.479,2,9.0,2,3,5,Average experience. The mobile app needs work.,2.38
CUST0000494,38,Female,UK,Organic Search,enterprise,1,,9,0.269,0,,2,3,26,,1.15
CUST0006429,25,Female,US,Social Media,Free,28,0.0,13,0.436,0,9.0,0,1,1,Super easy to use and the customer support team is always helpful.,0.0
CUST0002386,50,Female,UK,Organic Search,Basic,1,,16,0.298,1,8.0,2,2,1,"Honestly the best fintech app I've tried... Clean interface, reliable data...",625.86
CUST0000238,34,Male,IN,Referral,Basic,12,24.42,7,,0,2.0,0,2,14,Poor customer service. Was on hold for 45 minutes and no resolution.,371.02
CUST0001375,24,Female,CA,Email Campaign,Enterprise,2,648.57,6,0.071,3,1.0,1,0,2,Frustrated with constant login issues... Starting to look at alternatives...,7443.23
CUST0004944,46,Male,CA,Organic Search,Free,4,0.0,12,0.475,0,,0,0,2,,0.34
CUST0001383,18,Male,US,Organic Search,Pro,13,63.39,7,0.645,2,5.0,0,1,11,"It's fine. Does what it says, nothing special.",811.54
CUST0006002,39,Female,MX,Social Media,Free,3,0.0,12,0.249,5,10.0,2,0,5,Poor customer service. Was on hold for 45 minutes and no resolution.,6.43
CUST0005405,46,Female,UK,Paid Ads,Basic,5,9.9,11,0.253,0,8.0,0,2,18,super easy to use and the customer support team is always helpful.,131.15
CUST0001836,48,Male,AU,Organic Search,Basic,4,12.1,12,0.539,2,5.0,3,0,11,Used it for 4 months now. Hasn't wowed me but gets the job done.,70.15
CUST0001825,40,Male,DE,Referral,Free,14,0.0,18,0.356,0,8.0,0,1,3,Love this product. It has completely changed how I manage my finances.,0.68
CUST0001655,40,Male,SG,Email Campaign,Pro,32,198.77,11,0.362,0,4.0,0,0,1,Had 32 support tickets in the last few months and issues are still open.,2176.82
CUST0005217,47,Male,US,Email Campaign,Pro,1,,12,0.154,0,8.0,0,1,5,The Pro plan is worth every penny. ROI was clear within weeks.,2295.76
CUST0001957,28,Female,US,Referral,Basic,2,24.5,8,0.707,2,9.0,1,0,3,Customer service was polite but couldn't fix my problem on the first try...,255.5
CUST0002201,35,Male,BR,Social Media,Free,9,0.0,12,0.455,1,8.0,0,0,0,Renewal was automatic and seamless. Happy to stay on the Pro plan.,7.79
CUST0003253,35,Male,US,Email Campaign,Free,12,0.0,10,0.175,2,0.0,0,0,7,Not worth the price. The competitor offers more for less.,0.0
CUST0001860,57,Male,US,Organic Search,Pro,35,105.59,8,0.083,6,0.0,2,0,1,Frustrated with constant login issues. Starting to look at alternatives.,707.27
CUST0000336,40,Male,US,Referral,Basic,16,36.89,19,0.099,2,8.0,0,0,1,Decent product for the price. A few bugs here and there.,420.03
CUST0000160,56,Male,UK,Organic Search,Enterprise,11,290.6,13,0.264,1,10.0,0,0,9,renewal was automatic and seamless. happy to stay on the pro plan.,5791.18
CUST0006739,23,Male,CA,Referral,Basic,8,28.97,12,0.391,3,9.0,0,0,10,way too expensive for what you get. downgrading to the free tier.,317.5
CUST0000465,29,Female,UK,Referral,Basic,26,31.76,13,0.437,0,2.0,0,0,0,Frustrated with constant login issues. Starting to look at alternatives.,316.12
CUST0006874,45,Female,US,Organic Search,Free,7,0.0,12,0.293,0,6.0,0,1,1,not bad. i'd like to see more integrations added.,0.0
CUST0002432,19,Female,BR,Email Campaign,Free,76,0.0,11,0.427,0,8.0,0,2,8,Great product. The new features they added last quarter are excellent.,0.0
CUST0004969,20,Male,UK,Social Media,Enterprise,17,670.09,9,0.789,1,10.0,0,2,18,The dashboard is intuitive and the reports save me hours every month.,12367.95
CUST0002020,38,Male,US,Organic Search,Free,2,0.0,15,0.277,1,9.0,0,1,7,Renewal was automatic and seamless. Happy to stay on the Pro plan.,0.0
CUST0002009,33,Male,CA,Email Campaign,Free,11,0.0,7,0.343,0,,1,1,0,,0.0
CUST0000436,29,Male,US,Organic Search,Enterprise,22,188.47,19,0.257,0,9.0,0,1,1,super easy to use and the customer support team is always helpful.,4817.59
CUST0005769,40,Female,SG,Organic Search,Basic,19,12.78,16,0.242,0,9.0,0,1,3,Renewal was automatic and seamless. Happy to stay on the Pro plan.,170.34
CUST0006231,41,Female,US,Email Campaign,Basic,3,21.64,8,0.386,0,10.0,0,1,15,The dashboard is intuitive and the reports save me hours every month.,266.75
CUST0005347,25,Female,UK,Referral,Free,2,0.0,7,0.338,0,8.0,1,0,4,Super easy to use and the customer support team is always helpful...,6.85
CUST0002606,50,Female,SG,Organic Search,Free,31,0.0,11,0.592,2,9.0,0,3,5,Used it for 31 months now. Hasn't wowed me but gets the job done.,0.0
CUST0006453,37,Female,US,Social Media,Basic,1,,6,0.462,2,9.0,0,0,9,some features are behind a paywall that feels excessive.,532.94
CUST0006829,48,Male,US,Organic Search,Basic,12,25.25,20,0.375,0,10.0,0,2,9,"Honestly the best fintech app I've tried. Clean interface, reliable data.",348.39
CUST0003511,50,Female,US,Organic Search,Basic,64,53.82,10,,1,8.0,0,0,12,Five stars. Does exactly what it promises and the team listens to feedback.,629.04
CUST0003651,37,Female,US,Direct,Basic,17,25.28,12,0.595,1,5.0,0,1,3,Works okay most of the time. Had a couple of outages last month.,334.51
CUST0000965,38,Female,FR,Email Campaign,Enterprise,6,837.97,10,0.488,2,8.0,1,0,36,Not bad... I'd like to see more integrations added...,9693.49
CUST0004845,33,Non-Binary,US,Paid Ads,Basic,11,18.62,19,0.666,0,10.0,1,0,0,Love this product. It has completely changed how I manage my finances.,186.79
CUST0001442,54,Female,CA,Referral,Free,1,,15,0.873,0,7.0,0,0,0,Support took a while to respond but eventually resolved my issue.,0.0
CUST0004740,38,Male,CA,Direct,Enterprise,4,523.7,14,0.234,3,7.0,0,0,2,Poor customer service. Was on hold for 45 minutes and no resolution.,7508.76
CUST0004080,23,Male,DE,Direct,Free,11,0.0,19,0.361,1,7.0,0,0,11,Some features are behind a paywall that feels excessive.,1.91
CUST0003244,18,Female,CA,Paid Ads,Basic,10,28.49,16,0.53,2,8.0,1,0,28,Customer service was polite but couldn't fix my problem on the first try.,298.6
CUST0001973,38,Male,US,Organic Search,Pro,28,45.59,6,,0,7.0,0,3,0,The basic features work well. The advanced ones feel unfinished.,688.43
CUST0003042,35,Female,DE,Referral,Pro,6,133.3,11,0.686,3,8.0,0,2,4,Frustrated with constant login issues. Starting to look at alternatives.,1820.88
CUST0001341,26,Male,US,Paid Ads,Enterprise,4,190.89,6,,0,5.0,1,1,17,Support took a while to respond but eventually resolved my issue.,4437.57
CUST0003239,24,Female,US,Organic Search,Free,15,0.0,10,0.152,1,10.0,1,3,7,The dashboard is intuitive and the reports save me hours every month.,0.84
CUST0004782,35,Female,AU,Direct,Basic,32,22.62,11,0.268,0,10.0,0,0,12,Great product. The new features they added last quarter are excellent.,252.99
CUST0005045,40,Female,AU,Direct,Pro,40,145.68,21,0.597,1,,0,3,1,,2257.18
CUST0005819,26,Male,IN,Organic Search,Enterprise,22,195.93,11,0.345,2,3.0,0,1,25,the app crashes regularly. completely unreliable for actual financial work.,4695.82
CUST0002740,19,Female,FR,Paid Ads,Pro,14,121.47,15,0.053,1,1.0,1,2,1,Frustrated with constant login issues. Starting to look at alternatives.,1394.61
CUST0001657,32,Female,SG,Paid Ads,Pro,5,49.68,11,0.191,0,10.0,2,2,26,Great product. The new features they added last quarter are excellent.,587.64
CUST0000845,25,Male,US,Direct,Enterprise,34,583.37,15,0.4,0,9.0,1,2,8,Great product. The new features they added last quarter are excellent.,10036.7
CUST0001372,45,Female,US,Social Media,Free,2,0.0,19,0.356,2,7.0,0,4,0,Some features are behind a paywall that feels excessive.,0.0
CUST0000995,46,Female,AU,Referral,Free,7,0.0,6,0.283,1,5.0,3,0,3,Used it for 7 months now. Hasn't wowed me but gets the job done.,12.37
CUST0002345,26,Female,UK,Referral,Pro,38,53.11,7,0.565,1,,0,0,32,,484.94
CUST0005154,27,Female,SG,Paid Ads,Basic,3,16.34,15,0.323,1,7.0,0,0,8,Customer service was polite but couldn't fix my problem on the first try.,187.42
CUST0001848,56,Female,US,Email Campaign,Basic,4,15.03,13,0.411,2,7.0,0,2,12,Works okay most of the time. Had a couple of outages last month.,205.75
CUST0000115,35,Male,AU,Organic Search,Pro,8,89.29,12,0.22,0,10.0,0,0,7,Renewal was automatic and seamless. Happy to stay on the Pro plan.,1022.3
CUST0004108,25,Female,US,Referral,Enterprise,42,198.7,13,0.441,0,,1,0,5,,4335.38
CUST0004830,36,Female,US,Email Campaign,Free,3,0.0,12,0.31,1,9.0,1,1,9,Love this product. It has completely changed how I manage my finances.,3.02
CUST0004208,44,Female,AU,Organic Search,Basic,2,29.38,10,0.526,0,8.0,2,0,12,"Honestly the best fintech app I've tried. Clean interface, reliable data.",260.68
CUST0001157,31,Female,FR,Email Campaign,Basic,41,34.58,10,0.235,0,10.0,1,1,13,Switched from a competitor and never looked back. Much better value.,400.65
CUST0000842,40,Female,CA,Organic Search,Basic,14,25.22,19,0.83,3,,0,0,10,,295.64
CUST0004906,42,Female,IN,Direct,Basic,40,13.17,10,0.635,0,9.0,0,2,6,Super easy to use and the customer support team is always helpful.,192.02
CUST0004624,18,Male,BR,Paid Ads,Free,19,0.0,10,0.262,0,10.0,0,0,17,Been using this for 19 months and it keeps getting better. Highly recommend.,9.56
CUST0001401,36,Female,US,Referral,Basic,42,26.74,6,0.501,3,1.0,0,3,8,Poor customer service. Was on hold for 45 minutes and no resolution.,385.38
CUST0006674,23,Male,US,Social Media,Free,4,0.0,14,0.3,0,8.0,2,0,1,Love this product. It has completely changed how I manage my finances.,0.0
CUST0005216,24,Male,US,Email Campaign,Basic,7,16.65,10,0.291,2,6.0,1,4,14,Works okay most of the time. Had a couple of outages last month.,257.1
CUST0006825,29,Male,IN,Referral,Pro,3,50.45,16,0.538,3,10.0,0,0,6,The app crashes regularly. Completely unreliable for actual financial work.,566.59
CUST0002005,58,Male,FR,Organic Search,Basic,2,57.22,6,0.4,1,8.0,0,0,0,"Honestly the best fintech app I've tried... Clean interface, reliable data...",706.47
CUST0003214,18,Male,SG,Social Media,Enterprise,6,731.58,10,0.363,0,10.0,0,0,12,Love this product. It has completely changed how I manage my finances.,10944.2
CUST0003260,39,Female,US,Paid Ads,Free,29,0.0,8,0.311,0,8.0,0,1,1,Five stars. Does exactly what it promises and the team listens to feedback.,0.0
CUST0002420,35,Female,DE,Social Media,Pro,9,111.81,15,0.18,1,9.0,0,1,12,Five stars. Does exactly what it promises and the team listens to feedback.,1441.18
CUST0005383,30,Female,US,Referral,Basic,8,13.12,10,0.396,0,,0,3,12,,193.97
CUST0001919,50,Female,FR,Organic Search,Pro,27,41.09,7,0.165,1,9.0,2,0,26,Switched from a competitor and never looked back... Much better value...,366.41
CUST0000369,38,Female,US,Direct,Pro,66,64.16,10,0.22,0,1.0,0,0,4,The app crashes regularly. Completely unreliable for actual financial work.,653.91
CUST0006469,53,Male,CA,Organic Search,Pro,50,65.48,8,0.129,0,8.0,2,0,3,the pro plan is worth every penny. roi was clear within weeks.,534.4
CUST0005315,51,Female,UK,Paid Ads,Basic,11,27.85,9,0.042,3,10.0,1,1,7,Not worth the price... The competitor offers more for less...,320.73
CUST0003407,45,Female,UK,Paid Ads,Free,3,0.0,10,0.345,0,4.0,1,0,12,Way too expensive for what you get. Downgrading to the free tier.,16.12
CUST0000693,49,Male,US,Paid Ads,Free,1,,13,0.266,2,2.0,0,3,17,Exported my data and moving to a competitor... Disappointing experience...,0.0
CUST0000128,28,Female,FR,Referral,Pro,17,117.01,17,0.228,0,8.0,0,1,12,Switched from a competitor and never looked back. Much better value.,1488.75
CUST0000983,37,Male,UK,Paid Ads,Pro,6,74.22,17,0.408,3,10.0,0,0,9,Way too expensive for what you get. Downgrading to the free tier.,793.26
CUST0000426,60,Female,UK,Email Campaign,Pro,40,58.76,10,0.304,3,8.0,0,2,22,Cancelled my subscription last week. Not what I expected.,808.25
CUST0003483,50,Male,UK,Organic Search,Basic,84,69.44,17,0.215,0,7.0,0,1,23,Works okay most of the time. Had a couple of outages last month.,844.94
CUST0003521,55,Male,DE,Social Media,Free,18,0.0,11,0.23,0,9.0,0,0,2,Great product. The new features they added last quarter are excellent.,0.0
CUST0005351,45,Female,AU,Paid Ads,Pro,1,,17,0.702,1,,1,0,4,,574.39
CUST0000096,35,Male,MX,Social Media,Free,12,0.0,19,0.437,1,10.0,0,1,4,"Honestly the best fintech app I've tried. Clean interface, reliable data.",0.0
CUST0003736,42,Male,UK,Direct,Free,19,0.0,9,0.34,2,10.0,0,1,9,Not bad. I'd like to see more integrations added.,0.0
CUST0001219,35,Male,US,Referral,Pro,40,50.19,15,0.482,3,3.0,0,0,16,poor customer service. was on hold for 45 minutes and no resolution.,491.04
CUST0003414,44,Male,IN,Paid Ads,Basic,5,46.13,11,0.381,0,6.0,2,1,14,Average experience... The mobile app needs work...,404.42
CUST0005960,35,Male,US,Social Media,Pro,12,47.77,13,0.763,0,6.0,0,1,6,Support took a while to respond but eventually resolved my issue.,599.3
CUST0004491,21,Female,IN,Paid Ads,Basic,2,19.0,11,0.213,0,8.0,2,4,13,The dashboard is intuitive and the reports save me hours every month...,277.35
CUST0001302,49,Male,UK,Organic Search,Free,26,0.0,15,0.443,2,1.0,0,0,8,Poor customer service. Was on hold for 45 minutes and no resolution.,13.55
CUST0000276,46,Female,MX,Email Campaign,Basic,1,,11,0.617,0,,0,0,2,,377.08
CUST0000982,21,Male,US,Email Campaign,Basic,23,26.8,5,0.171,0,8.0,0,1,4,Renewal was automatic and seamless. Happy to stay on the Pro plan.,348.66
CUST0004608,33,Male,UK,Organic Search,Free,23,0.0,8,0.403,2,8.0,0,2,11,the basic features work well. the advanced ones feel unfinished.,7.92
CUST0006007,24,Female,AU,Direct,Pro,14,110.37,6,0.272,1,7.0,0,2,8,Decent product for the price. A few bugs here and there.,1529.94
CUST0002361,36,Female,AU,Organic Search,Pro,5,68.77,11,0.611,1,5.0,0,2,6,The basic features work well. The advanced ones feel unfinished.,964.22
CUST0001838,30,Male,CA,Referral,Pro,8,66.7,7,0.389,2,6.0,1,0,20,Used it for 8 months now. Hasn't wowed me but gets the job done.,651.07
CUST0004120,35,Male,US,Organic Search,Basic,30,17.51,17,0.6,0,5.0,1,2,8,works okay most of the time. had a couple of outages last month.,243.88
CUST0001702,35,Male,IN,Email Campaign,Basic,7,29.61,14,0.059,2,9.0,0,3,7,Customer service was polite but couldn't fix my problem on the first try.,486.72
CUST0006285,26,Male,US,Referral,Free,32,0.0,13,0.674,3,4.0,1,1,0,Poor customer service. Was on hold for 45 minutes and no resolution.,0.0
CUST0003250,41,Female,BR,Direct,Basic,40,31.99,17,0.332,1,7.0,0,0,18,the basic features work well... the advanced ones feel unfinished...,339.37
CUST0000314,18,Female,FR,Referral,Free,31,0.0,8,0.198,0,1.0,0,0,3,Not worth the price. The competitor offers more for less.,0.0
CUST0001119,31,Male,UK,Direct,Pro,31,79.33,7,0.155,0,9.0,0,0,3,The dashboard is intuitive and the reports save me hours every month...,871.36
CUST0006556,41,Male,UK,Direct,Free,3,0.0,9,0.339,0,8.0,0,2,2,Love this product. It has completely changed how I manage my finances.,2.42
CUST0004281,54,Non-Binary,DE,Email Campaign,Free,10,0.0,12,0.751,1,,0,0,4,,0.0
CUST0000189,30,Female,UK,Social Media,Free,9,0.0,8,0.727,1,10.0,0,0,8,Super easy to use and the customer support team is always helpful.,0.0
CUST0003300,49,Male,FR,Organic Search,Free,14,0.0,8,0.215,1,8.0,0,0,7,Great product. The new features they added last quarter are excellent.,0.0
CUST0004949,32,Male,AU,Referral,Basic,1,,14,0.558,1,3.0,0,2,2,not worth the price. the competitor offers more for less.,169.65
CUST0001775,42,Female,SG,Paid Ads,Enterprise,23,633.64,17,0.488,0,9.0,0,0,16,Renewal was automatic and seamless. Happy to stay on the Pro plan.,9745.81
CUST0000055,28,Male,AU,Paid Ads,Basic,2,18.02,7,0.662,0,7.0,0,0,1,The basic features work well. The advanced ones feel unfinished.,200.71
CUST0004298,55,Male,SG,Direct,Free,1,,10,0.668,0,10.0,0,0,6,The Pro plan is worth every penny. ROI was clear within weeks.,2.3
CUST0001277,32,Male,UK,Organic Search,Enterprise,2,293.13,13,0.874,0,0.0,0,1,0,not worth the price. the competitor offers more for less.,6182.25
CUST0006153,18,Male,CA,Paid Ads,Basic,15,24.68,9,0.028,2,6.0,0,1,3,Average experience. The mobile app needs work.,278.39
CUST0006024,43,Male,FR,Referral,Pro,2,69.48,12,0.099,3,0.0,0,0,17,Way too expensive for what you get. Downgrading to the free tier.,623.01
CUST0000193,37,Female,AU,Email Campaign,Free,4,0.0,6,0.341,0,7.0,0,2,6,The basic features work well. The advanced ones feel unfinished.,3.44
CUST0002612,26,Female,IN,Paid Ads,Pro,38,92.54,8,0.319,0,9.0,0,0,2,super easy to use and the customer support team is always helpful.,1069.24
CUST0003613,42,Male,US,Organic Search,Pro,15,116.95,11,0.32,1,8.0,0,0,4,Five stars. Does exactly what it promises and the team listens to feedback.,1343.82
CUST0006715,33,Male,US,Direct,Basic,70,27.52,12,0.352,0,7.0,0,1,3,Decent product for the price. A few bugs here and there.,334.56
CUST0001916,18,Male,AU,Organic Search,Basic,1,,20,0.556,0,8.0,0,0,11,Five stars. Does exactly what it promises and the team listens to feedback.,228.17
CUST0000333,37,Male,US,Referral,Free,48,0.0,7,0.69,2,7.0,0,1,7,Some features are behind a paywall that feels excessive.,0.0
CUST0000735,33,Male,BR,Email Campaign,Free,27,0.0,13,,4,4.0,2,0,3,Frustrated with constant login issues. Starting to look at alternatives.,6.75
CUST0004038,39,Male,DE,Paid Ads,Free,6,0.0,8,0.83,3,2.0,1,1,3,Thinking about cancelling. Too many bugs and support is slow.,0.0
CUST0006576,26,Male,US,Paid Ads,Basic,2,49.15,5,0.315,3,7.0,1,0,2,Thinking about cancelling. Too many bugs and support is slow.,400.22
CUST0005840,28,Male,SG,Organic Search,Basic,10,52.27,17,0.792,0,6.0,0,1,6,"It's fine. Does what it says, nothing special.",680.65
CUST0001265,34,Male,US,Email Campaign,Pro,13,150.56,12,0.134,2,3.0,0,1,3,poor customer service. was on hold for 45 minutes and no resolution.,1724.81
CUST0005801,49,Female,CA,Organic Search,Basic,5,16.89,19,0.153,0,9.0,1,0,6,The dashboard is intuitive and the reports save me hours every month...,182.97
CUST0002789,50,Female,US,Organic Search,Basic,26,40.65,8,0.439,0,8.0,0,2,3,Super easy to use and the customer support team is always helpful.,583.48
CUST0004609,23,Male,MX,Organic Search,Pro,4,92.31,18,0.745,1,2.0,1,1,30,Had 4 support tickets in the last few months and issues are still open.,1047.72
CUST0006546,40,Male,UK,Organic Search,Basic,2,12.44,14,0.424,0,6.0,0,0,10,Decent product for the price. A few bugs here and there.,140.82
CUST0004063,52,Male,UK,Social Media,Pro,15,180.33,15,0.176,1,10.0,0,0,2,Been using this for 15 months and it keeps getting better. Highly recommend.,2027.36
CUST0005302,24,Female,BR,Referral,Enterprise,16,1138.53,13,0.718,0,7.0,0,0,24,The basic features work well. The advanced ones feel unfinished.,15039.6
CUST0000763,49,Female,US,Referral,Free,18,0.0,12,0.138,2,,2,0,5,,3.57
CUST0002224,31,Male,US,Direct,Basic,48,11.67,10,0.116,0,8.0,0,1,22,Love this product. It has completely changed how I manage my finances.,156.3
CUST0006064,51,Male,AU,Organic Search,Pro,1,,14,0.215,2,0.0,0,0,21,Had 1 support tickets in the last few months and issues are still open.,1296.87
CUST0005903,47,Female,MX,Paid Ads,Basic,11,27.68,15,0.237,6,10.0,0,2,1,Cancelled my subscription last week. Not what I expected.,362.09
CUST0002611,26,Male,US,Organic Search,Basic,12,41.31,10,0.477,6,9.0,0,0,43,Three billing errors in six months. Their accounting team is a mess.,361.97
CUST0002094,53,Female,US,Paid Ads,Pro,11,71.18,8,0.478,3,10.0,3,0,26,The app crashes regularly. Completely unreliable for actual financial work.,462.89
CUST0006461,50,Male,UK,Referral,Pro,5,144.58,10,,0,6.0,0,0,8,Used it for 5 months now. Hasn't wowed me but gets the job done.,1508.37
CUST0006621,40,Male,UK,Paid Ads,Enterprise,16,347.63,16,0.615,0,9.0,0,2,0,Renewal was automatic and seamless. Happy to stay on the Pro plan.,7540.33
CUST0001545,25,Female,US,Organic Search,Enterprise,5,437.2,17,0.652,0,4.0,0,2,18,Way too expensive for what you get. Downgrading to the free tier.,8575.52
CUST0002266,35,Male,SG,Social Media,Enterprise,4,143.49,8,0.227,1,9.0,0,4,2,The Pro plan is worth every penny. ROI was clear within weeks.,4867.06
CUST0001084,62,Female,MX,Direct,Free,4,0.0,15,0.049,6,5.0,0,0,7,Not worth the price... The competitor offers more for less...,0.0
CUST0000115,35,Male,AU,Organic Search,Pro,8,89.29,12,0.22,0,10.0,0,0,7,Renewal was automatic and seamless. Happy to stay on the Pro plan.,1022.3
CUST0000433,20,Male,US,Social Media,Pro,15,48.06,10,0.153,2,9.0,0,0,9,Works okay most of the time. Had a couple of outages last month.,507.07
CUST0000357,42,Male,AU,Social Media,Basic,18,41.33,12,0.341,0,0.0,1,0,9,Frustrated with constant login issues. Starting to look at alternatives.,368.47
CUST0003201,49,Female,IN,Direct,Free,28,0.0,11,0.139,2,2.0,0,2,0,Frustrated with constant login issues. Starting to look at alternatives.,25.78
CUST0006485,47,Male,FR,Social Media,Basic,1,,17,0.067,3,8.0,0,0,3,Frustrated with constant login issues. Starting to look at alternatives.,178.21
CUST0000655,68,Female,US,Organic Search,Enterprise,24,309.21,14,0.255,1,9.0,0,2,33,The Pro plan is worth every penny. ROI was clear within weeks.,6396.37
CUST0005123,52,Male,DE,Organic Search,Free,6,0.0,14,0.357,1,8.0,1,3,23,The dashboard is intuitive and the reports save me hours every month.,0.0
CUST0004828,44,Female,US,Direct,Basic,45,25.88,10,0.568,0,1.0,0,0,2,Exported my data and moving to a competitor. Disappointing experience.,278.03
CUST0004284,37,Male,FR,Email Campaign,Pro,5,80.34,17,0.525,0,9.0,0,0,0,Love this product... It has completely changed how I manage my finances...,961.07
CUST0002583,38,Male,CA,Social Media,Basic,11,19.03,8,0.213,1,3.0,0,0,3,Frustrated with constant login issues. Starting to look at alternatives.,190.7
CUST0003798,35,Male,US,Organic Search,Pro,14,179.11,9,0.684,0,5.0,0,0,32,Decent product for the price. A few bugs here and there.,1684.78
CUST0002237,42,Male,US,Direct,Free,8,0.0,7,0.521,5,,0,3,1,,7.14
CUST0005689,47,Female,FR,Referral,Free,18,0.0,18,0.117,2,7.0,1,1,3,works okay most of the time. had a couple of outages last month.,0.0
CUST0006960,41,Male,IN,Paid Ads,Free,4,0.0,10,0.056,1,7.0,0,0,23,"It's fine. Does what it says, nothing special.",4.51
CUST0006803,30,Female,UK,Direct,Free,9,0.0,14,0.299,1,6.0,0,0,22,Customer service was polite but couldn't fix my problem on the first try.,0.0
CUST0003520,20,Female,UK,Referral,Pro,3,111.66,10,0.561,0,2.0,0,0,0,Had 3 support tickets in the last few months and issues are still open.,1228.63
CUST0006396,32,Female,US,Paid Ads,Free,2,0.0,8,0.668,1,6.0,0,0,37,Works okay most of the time. Had a couple of outages last month.,0.0
CUST0006766,30,Male,MX,Organic Search,Free,4,0.0,17,0.318,0,,2,0,5,,9.19
CUST0002311,26,Female,US,Email Campaign,Free,10,0.0,11,0.238,0,7.0,0,0,8,Average experience. The mobile app needs work.,0.0
CUST0000872,42,Female,UK,Email Campaign,Pro,4,138.61,17,0.354,2,10.0,0,0,3,Some features are behind a paywall that feels excessive.,1631.26
CUST0001605,27,Male,UK,Social Media,Basic,19,27.91,12,0.187,6,7.0,0,1,4,Three billing errors in six months. Their accounting team is a mess.,311.17
CUST0000923,34,Female,FR,Organic Search,Pro,3,128.08,16,0.229,1,9.0,0,1,7,Switched from a competitor and never looked back. Much better value.,1589.91
CUST0005378,52,Female,FR,Social Media,Basic,2,18.92,12,0.155,0,9.0,2,0,1,Been using this for 2 months and it keeps getting better... Highly recommend...,149.84
CUST0001141,34,Female,US,Direct,Free,5,0.0,11,0.759,1,5.0,0,0,11,"It's fine. Does what it says, nothing special.",0.0
CUST0003169,38,Female,UK,Paid Ads,Free,23,0.0,13,0.443,4,,1,0,5,,5.97
CUST0000127,27,Female,DE,Email Campaign,Pro,14,186.1,11,0.389,0,9.0,0,0,1,Five stars. Does exactly what it promises and the team listens to feedback.,2133.14
CUST0004289,45,Male,UK,Paid Ads,Enterprise,43,419.43,14,0.523,0,5.0,0,0,11,Works okay most of the time. Had a couple of outages last month.,7053.73
CUST0002895,53,Male,UK,Email Campaign,Free,22,0.0,10,0.284,1,7.0,0,0,6,"It's fine. Does what it says, nothing special.",0.0
CUST0001760,26,Female,US,Direct,Pro,3,88.3,10,0.303,3,9.0,0,0,5,Three billing errors in six months... Their accounting team is a mess...,913.98
CUST0001425,35,Female,MX,Organic Search,Enterprise,26,828.14,15,0.682,0,0.0,0,1,13,Frustrated with constant login issues. Starting to look at alternatives.,12801.82
CUST0000570,26,Female,CA,Paid Ads,Pro,3,131.64,12,0.527,2,1.0,0,1,10,Thinking about cancelling. Too many bugs and support is slow.,1586.6
CUST0002399,28,Male,CA,Organic Search,Basic,30,23.16,9,0.438,0,,1,0,8,,228.87
